2014-08-15T19:00:00.359Z,3,127508,129,255,8,02,00,00,00,00,1e,75,06
2014-08-15T19:00:00.459Z,3,127508,129,255,8,02,00,00,00,00,1e,75,06
2014-08-15T19:00:10.359Z,3,127508,129,255,8,02,e2,04,0a,00,1e,75,07
2014-08-15T19:00:10.359Z,3,127508,129,255,8,02,e2,04,0a,00,1e,75,07
2014-08-15T19:00:10.459Z,3,127508,129,255,8,02,e2,04,0a,00,1e,75,07
2014-08-15T19:00:20.359Z,3,127508,129,255,8,02,00,00,00,00,1e,75,08
2014-08-15T19:00:20.459Z,3,127508,129,255,8,02,00,00,00,00,1e,75,08
2014-08-15T19:00:30.359Z,3,127508,129,255,8,02,e2,04,14,00,1e,75,09
2014-08-15T19:00:30.359Z,3,127508,129,255,8,02,e2,04,14,00,1e,75,09
2014-08-15T19:00:30.459Z,3,127508,129,255,8,02,e2,04,14,00,1e,75,09
2014-08-15T19:00:35.359Z,3,127508,129,255,8,01,15,05,00,00,1e,75,06
2014-08-15T19:00:35.875Z,3,127508,129,255,8,01,17,05,00,00,1e,75,06
2014-08-15T19:00:36.089Z,3,127508,129,255,8,01,18,05,00,00,1e,75,06
2014-08-15T19:00:36.668Z,3,127508,129,255,8,01,19,05,00,00,1e,75,07
2014-08-15T19:00:38.022Z,3,127508,129,255,8,01,1b,05,00,00,1e,75,07
2014-08-15T19:00:38.144Z,3,127508,129,255,8,01,1c,05,00,00,1e,75,07
2014-08-15T19:00:38.398Z,3,127508,129,255,8,01,1c,05,00,00,1e,75,07
2014-08-15T19:00:39.053Z,3,127508,129,255,8,01,1e,05,00,00,1e,75,07
2014-08-15T19:00:39.664Z,3,127508,129,255,8,01,1f,05,00,00,1e,75,08
2014-08-15T19:00:40.061Z,3,127508,129,255,8,01,20,05,00,00,1e,75,08
2014-08-15T19:00:40.359Z,3,127508,129,255,8,02,00,00,00,00,1e,75,0a
2014-08-15T19:00:40.459Z,3,127508,129,255,8,02,00,00,00,00,1e,75,0a
2014-08-15T19:00:40.652Z,3,127508,129,255,8,01,21,05,00,00,1e,75,08
2014-08-15T19:00:40.983Z,3,127508,129,255,8,01,23,05,00,00,1e,75,08
2014-08-15T19:00:41.329Z,3,127508,129,255,8,01,24,05,00,00,1e,75,08
2014-08-15T19:00:41.868Z,3,127508,129,255,8,01,25,05,00,00,1e,75,09
2014-08-15T19:00:42.511Z,3,127508,129,255,8,01,26,05,00,00,1e,75,09
2014-08-15T19:00:42.620Z,3,127508,129,255,8,01,27,05,00,00,1e,75,09
2014-08-15T19:00:43.082Z,3,127508,129,255,8,01,28,05,00,00,1e,75,09
2014-08-15T19:00:43.276Z,3,127508,129,255,8,01,29,05,00,00,1e,75,09
2014-08-15T19:00:44.086Z,3,127508,129,255,8,01,2a,05,00,00,1e,75,0a
2014-08-15T19:00:45.094Z,3,127508,129,255,8,01,2b,05,00,00,1e,75,0a
2014-08-15T19:00:45.771Z,3,127508,129,255,8,01,2c,05,00,00,1e,75,0a
2014-08-15T19:00:46.257Z,3,127508,129,255,8,01,2c,05,00,00,1e,75,0a
2014-08-15T19:00:46.720Z,3,127508,129,255,8,01,2e,05,00,00,1e,75,0a
2014-08-15T19:00:47.525Z,3,127508,129,255,8,01,2f,05,00,00,1e,75,0b
2014-08-15T19:00:48.342Z,3,127508,129,255,8,01,30,05,00,00,1e,75,0b
2014-08-15T19:00:48.370Z,3,127508,129,255,8,01,31,05,0a,00,1e,75,0b
2014-08-15T19:00:49.051Z,3,127508,129,255,8,01,36,05,70,00,1e,75,0b
2014-08-15T19:00:49.489Z,3,127508,129,255,8,01,3a,05,c4,00,1e,75,0b
2014-08-15T19:00:50.359Z,3,127508,129,255,8,02,e2,04,32,00,1e,75,0b
2014-08-15T19:00:50.359Z,3,127508,129,255,8,02,e2,04,32,00,1e,75,0b
2014-08-15T19:00:50.459Z,3,127508,129,255,8,02,e2,04,32,00,1e,75,0b
2014-08-15T19:00:50.578Z,3,127508,129,255,8,01,3c,05,ec,00,1e,75,0c
2014-08-15T19:00:51.438Z,3,127508,129,255,8,01,41,05,4a,01,1e,75,0c
2014-08-15T19:00:51.806Z,3,127508,129,255,8,01,42,05,3f,01,1e,75,0c
2014-08-15T19:00:52.217Z,3,127508,129,255,8,01,49,05,cb,01,1e,75,0c
2014-08-15T19:00:52.710Z,3,127508,129,255,8,01,4e,05,3b,02,1e,75,0c
2014-08-15T19:00:53.222Z,3,127508,129,255,8,01,51,05,76,02,1e,75,0c
2014-08-15T19:00:54.481Z,3,127508,129,255,8,01,53,05,93,02,1e,75,0c
2014-08-15T19:00:55.149Z,3,127508,129,255,8,01,55,05,be,02,1e,75,0c
2014-08-15T19:00:55.437Z,3,127508,129,255,8,01,59,05,05,03,1e,75,0c
2014-08-15T19:00:56.089Z,3,127508,129,255,8,01,5c,05,4e,03,1e,75,0c
2014-08-15T19:00:57.086Z,3,127508,129,255,8,01,61,05,b0,03,1e,75,0e
2014-08-15T19:00:58.111Z,3,127508,129,255,8,01,65,05,0b,04,1e,75,0e
2014-08-15T19:00:58.278Z,3,127508,129,255,8,01,69,05,64,04,1e,75,0e
2014-08-15T19:00:58.907Z,3,127508,129,255,8,01,6b,05,7f,04,1e,75,0e
2014-08-15T19:00:59.030Z,3,127508,129,255,8,01,6c,05,99,04,1e,75,0e
2014-08-15T19:01:00.359Z,3,127508,129,255,8,02,00,00,00,00,1e,75,16
2014-08-15T19:01:00.368Z,3,127508,129,255,8,01,70,05,e9,04,1e,75,0f
2014-08-15T19:01:00.459Z,3,127508,129,255,8,02,00,00,00,00,1e,75,16
2014-08-15T19:01:01.380Z,3,127508,129,255,8,01,6f,05,c2,04,1e,75,0f
2014-08-15T19:01:01.387Z,3,127508,129,255,8,01,73,05,15,05,1e,75,0f
2014-08-15T19:01:01.984Z,3,127508,129,255,8,01,77,05,6c,05,1e,75,0f
2014-08-15T19:01:02.333Z,3,127508,129,255,8,01,7b,05,bc,05,1e,75,0f
2014-08-15T19:01:02.595Z,3,127508,129,255,8,01,7a,05,a4,05,1e,75,10
2014-08-15T19:01:03.960Z,3,127508,129,255,8,01,80,05,1e,06,1e,75,10
2014-08-15T19:01:04.229Z,3,127508,129,255,8,01,81,05,39,06,1e,75,10
2014-08-15T19:01:04.443Z,3,127508,129,255,8,01,83,05,59,06,1e,75,10
2014-08-15T19:01:04.471Z,3,127508,129,255,8,01,37,05,b8,06,1e,75,10
